burst_n,repeat,seq,status,window_id,submit_ts,commit_ts,credit_ts,ack_ts,commit_latency_s,forward_latency_s,roundtrip_latency_s
10,2,8,acked,0,1787687154.9364884,1787687163.3736796,1787687275.2324293,1787687730.8715534,8.437191247940063,120.29594087600708,575.9350650310516
10,2,9,acked,0,1787687159.6930602,1787687163.4891307,1787687289.777499,1787687733.7787845,3.7960705757141113,130.08443880081177,574.0857243537903
10,3,0,acked,0,1787687733.9504857,1787687781.7315142,1787687805.3569272,1787688270.4782631,47.781028509140015,71.40644145011902,536.5277774333954
10,3,1,acked,0,1787687738.699916,1787687781.8439386,1787687818.0554676,1787688275.6529129,43.144022703170776,79.35555171966553,536.952996969223
10,3,2,acked,0,1787687743.4745421,1787687781.972142,1787687832.6051784,1787688280.8606575,38.497599840164185,89.13063621520996,537.3861153125763
10,3,3,acked,0,1787687750.405438,1787687782.1067092,1787687845.3006644,1787688283.9110932,31.701271295547485,94.89522647857666,533.5056552886963
10,3,4,acked,0,1787687755.176072,1787687782.226836,1787687855.7509449,1787688289.0856218,27.050764083862305,100.57487297058105,533.9095499515533
10,3,5,acked,0,1787687759.9276407,1787687782.3407629,1787687868.4765646,1787688467.9725633,22.413122177124023,108.5489239692688,708.0449225902557
10,3,6,acked,0,1787687764.7080905,1787687782.4656136,1787687881.1833262,1787688470.9711146,17.75752305984497,116.4752357006073,706.2630240917206
10,3,7,acked,0,1787687767.2715504,1787687782.6001215,1787687895.6751597,1787688476.2054467,15.328571081161499,128.40360927581787,708.9338963031769
10,3,8,acked,0,1787687772.0646455,1787687782.724912,1787687904.3631587,1787688481.4200962,10.660266399383545,132.298513174057,709.355450630188
10,3,9,acked,0,1787687776.8280482,1787687782.8413842,1787687914.8613384,1787688486.618435,6.013335943222046,138.03329014778137,709.7903866767883
10,4,0,acked,0,1787688486.8074417,1787688532.135274,1787688541.887019,1787689038.0092824,45.32783222198486,55.07957720756531,551.2018406391144
10,4,1,acked,0,1787688491.5885513,1787688532.2573109,1787688554.600281,1787689043.2104526,40.66875958442688,63.01172971725464,551.6219012737274
10,4,2,acked,0,1787688496.3638833,1787688532.3775556,1787688565.0931275,1787689048.412767,36.01367235183716,68.72924423217773,552.0488836765289
10,4,3,acked,0,1787688498.7645621,1787688532.4992893,1787688577.811372,1787689053.5885777,33.73472714424133,79.0468099117279,554.8240156173706
10,4,4,acked,0,1787688503.5242481,1787688532.6209855,1787688590.5179284,1787689056.4232,29.096737384796143,86.99368023872375,552.8989517688751
10,4,5,acked,0,1787688508.2998757,1787688532.743383,1787688600.9903004,1787689061.5943117,24.443507194519043,92.69042468070984,553.2944359779358
10,4,6,acked,0,1787688513.0773299,1787688532.8644388,1787688613.6893668,1787689066.7951608,19.787108898162842,100.61203694343567,553.7178308963776
10,4,7,acked,0,1787688517.8419664,1787688532.982656,1787688624.128083,1787689071.9777179,15.140689611434937,106.28611660003662,554.1357514858246
10,4,8,acked,0,1787688522.6406379,1787688533.1009743,1787688636.8223445,1787689226.8993769,10.460336446762085,114.18170666694641,704.2587389945984
10,4,9,acked,0,1787688529.530078,1787688533.2203028,1787688649.5398536,1787689232.0667431,3.6902248859405518,120.00977563858032,702.5366652011871
1,0,0,acked,0,1787679917.6964605,1787679920.9057827,1787679939.0718915,1787680390.2751746,3.209322214126587,21.375431060791016,472.57871413230896
1,1,0,acked,0,1787680408.569436,1787680411.5059433,1787680425.5464327,1787680967.3351252,2.936507225036621,16.976996660232544,558.7656891345978
1,2,0,acked,0,1787680967.6038625,1787680972.6608906,1787680988.4195085,1787681542.412063,5.05702805519104,20.815645933151245,574.8082003593445
1,3,0,acked,0,1787681542.6639738,1787681547.714217,1787681564.5595613,1787682119.7851818,5.050243139266968,21.89558744430542,577.1212079524994
1,4,0,acked,0,1787682120.031238,1787682123.3715768,1787682140.155506,1787682695.0466523,3.340338706970215,20.12426781654358,575.0154142379761
20,0,0,acked,0,1787689232.2902567,1787689324.9555686,1787689333.6221535,1787689804.5130608,92.66531181335449,101.33189678192139,572.222804069519
20,0,1,acked,0,1787689234.799481,1787689325.0773559,1787689346.3036537,1787689809.6658957,90.27787494659424,111.50417280197144,574.8664147853851
20,0,2,acked,0,1787689239.5610933,1787689325.191437,1787689356.7509077,1787689814.819754,85.6303436756134,117.18981432914734,575.2586605548859
20,0,3,acked,0,1787689244.3738537,1787689325.3107855,1787689369.4349575,1787689819.9693081,80.936931848526,125.06110382080078,575.595454454422
20,0,4,acked,0,1787689249.1444595,1787689323.2393072,1787689387.8652828,1787689825.2559671,74.09484767913818,138.72082328796387,576.1115076541901
20,0,5,acked,0,1787689253.9146144,1787689323.3553088,1787689400.5600133,1787689830.3767133,69.4406943321228,146.64539885520935,576.4620988368988
20,0,6,acked,0,1787689258.6961393,1787689323.472201,1787689413.251622,1787689992.3387485,64.77606177330017,154.5554826259613,733.6426091194153
20,0,7,acked,0,1787689263.429622,1787689323.5863585,1787689423.6832583,1787689997.477281,60.156736612319946,160.25363636016846,734.0476591587067
20,0,8,acked,0,1787689267.9982424,1787689323.7012002,1787689436.4243731,1787690002.6790698,55.70295786857605,168.42613077163696,734.6808273792267
20,0,9,acked,0,1787689272.7499847,1787689323.8077295,1787689446.8377285,1787690007.8987513,51.05774474143982,174.08774375915527,735.1487665176392
20,0,10,acked,0,1787689277.4999268,1787689323.925137,1787689459.5193982,1787690013.0635424,46.42521023750305,182.01947140693665,735.5636155605316
20,0,11,acked,0,1787689282.2621381,1787689324.040181,1787689477.9763107,1787690015.7876081,41.778042793273926,195.71417260169983,733.5254700183868
20,0,12,acked,0,1787689287.0289743,1787689324.1570404,1787689490.6829066,1787690020.9507315,37.128066062927246,203.65393233299255,733.9217572212219
20,0,13,acked,0,1787689291.764771,1787689324.2719717,1787689503.3826358,1787690023.995229,32.507200717926025,211.61786484718323,732.2304580211639
20,0,14,acked,0,1787689294.1794538,1787689324.3761668,1787689513.7821734,1787690029.182612,30.196712970733643,219.60271954536438,735.0031580924988
20,0,15,acked,0,1787689298.9064143,1787689324.4954512,1787689526.5012784,1787690034.3964121,25.58903694152832,227.59486413002014,735.4899978637695
20,0,16,acked,0,1787689305.7894678,1787689324.6146796,1787689536.9080634,1787690039.6315765,18.825211763381958,231.11859560012817,733.8421087265015
20,0,17,acked,0,1787689310.5573628,1787689324.7325287,1787689549.6016097,1787690042.5008166,14.175165891647339,239.04424691200256,731.9434537887573
20,0,18,acked,0,1787689315.2974448,1787689324.84691,1787689562.2977002,1787690047.6773832,9.54946517944336,247.00025534629822,732.3799383640289
20,0,19,acked,0,1787689320.082215,1787689324.9641707,1787689572.731496,1787690052.9286242,4.881955623626709,252.64928102493286,732.8464090824127
20,1,0,acked,0,1787690053.127452,1787690146.4050617,1787690161.519124,1787690581.233381,93.27760982513428,108.39167213439941,528.1059291362762
20,1,1,acked,0,1787690057.8835123,1787690146.5302086,1787690175.9214525,1787690766.6283815,88.64669632911682,118.03794026374817,708.7448692321777
20,1,2,acked,0,1787690062.7030244,1787690146.6545627,1787690192.6697323,1787690771.8501534,83.95153832435608,129.96670794487,709.1471290588379
20,1,3,acked,0,1787690067.522102,1787690146.785323,1787690203.0178702,1787690777.1031325,79.26322078704834,135.49576807022095,709.5810303688049
20,1,4,acked,0,1787690072.3224123,1787690146.9159045,1787690215.7371755,1787690780.2104135,74.59349226951599,143.41476321220398,707.888001203537
20,1,5,acked,0,1787690074.8041396,1787690147.0282574,1787690230.0578053,1787690785.468299,72.22411775588989,155.2536656856537,710.6641592979431
20,1,6,acked,0,1787690081.7264838,1787690147.1539323,1787690238.764377,1787690790.6741965,65.42744851112366,157.0378932952881,708.9477126598358
20,1,7,acked,0,1787690086.5273347,1787690147.2785373,1787690251.4951506,1787690793.4825902,60.75120258331299,164.96781587600708,706.9552555084229
20,1,8,acked,0,1787690091.338666,1787690147.4013774,1787690265.9928508,1787690798.6914017,56.06271147727966,174.65418481826782,707.3527357578278
20,1,9,acked,0,1787690096.207395,1787690147.5262368,1787690282.7422023,1787690803.9256897,51.31884169578552,186.5348072052002,707.7182946205139
20,1,10,acked,0,1787690100.9995117,1787690147.6487756,1787690293.141475,1787690809.1882188,46.649263858795166,192.1419632434845,708.188707113266
20,1,11,acked,0,1787690103.3954577,1787690147.777888,1787690305.852052,1787690814.4039574,44.3824303150177,202.4565942287445,711.008499622345
20,1,12,acked,0,1787690108.1890132,1787690147.907873,1787690316.22734,1787690819.6069555,39.71885967254639,208.0383267402649,711.4179422855377
20,1,13,acked,0,1787690112.969133,1787690148.0440018,1787690328.9660413,1787690822.459829,35.07486891746521,215.9969084262848,709.4906961917877
20,1,14,acked,0,1787690117.7475889,1787690148.1718924,1787690341.6936433,1787690827.685999,30.42430353164673,223.94605445861816,709.9384100437164
20,1,15,acked,0,1787690122.5625725,1787690148.2870662,1787690356.090346,1787690830.7674966,25.724493741989136,233.52777361869812,708.2049241065979
20,1,16,acked,0,1787690129.4766803,1787690148.4028852,1787690372.8283658,1787690953.5191057,18.926204919815063,243.35168552398682,824.0424253940582
