burst_n,repeat,seq,status,window_id,submit_ts,commit_ts,credit_ts,ack_ts,commit_latency_s,forward_latency_s,roundtrip_latency_s
20,1,17,acked,0,1787690131.9213831,1787690148.5273259,1787690383.2215226,1787690958.7367933,16.605942726135254,251.30013942718506,826.8154101371765
20,1,18,acked,0,1787690136.7058582,1787690148.6521614,1787690395.937821,1787690963.9477782,11.946303129196167,259.23196268081665,827.2419199943542
20,1,19,acked,0,1787690141.477074,1787690148.7755575,1787690406.2965024,1787690967.0390234,7.298483610153198,264.8194284439087,825.5619494915009
20,2,0,acked,0,1787690967.2065208,1787691060.2464473,1787691075.330387,1787691531.2760592,93.03992652893066,108.12386631965637,564.0695383548737
20,2,1,acked,0,1787690969.6152477,1787691060.3594484,1787691088.0464978,1787691536.5058656,90.74420070648193,118.43125009536743,566.8906178474426
20,2,2,acked,0,1787690976.5782568,1787691060.4845107,1787691102.3448591,1787691539.3190317,83.90625381469727,125.76660227775574,562.7407748699188
20,2,3,acked,0,1787690981.3632543,1787691060.6112194,1787691115.06482,1787691544.5448973,79.24796509742737,133.70156574249268,563.1816430091858
20,2,4,acked,0,1787690986.1712182,1787691060.732507,1787691129.3794518,1787691549.7518342,74.56128883361816,143.2082335948944,563.5806159973145
20,2,5,acked,0,1787690990.950153,1787691060.8559537,1787691138.082745,1787691730.6174908,69.9058005809784,147.13259196281433,739.6673376560211
20,2,6,acked,0,1787690995.7655072,1787691060.9796877,1787691152.452917,1787691735.7571006,65.21418046951294,156.6874098777771,739.9915933609009
20,2,7,acked,0,1787690998.1680574,1787691061.0930958,1787691165.1767304,1787691740.9067883,62.92503833770752,167.00867295265198,742.7387309074402
20,2,8,acked,0,1787691002.960965,1787691061.2145772,1787691177.9131958,1787691746.0798886,58.25361227989197,174.95223093032837,743.118923664093
20,2,9,acked,0,1787691007.7348375,1787691061.33727,1787691188.20412,1787691751.2082312,53.60243248939514,180.46928238868713,743.4733936786652
20,2,10,acked,0,1787691012.5388231,1787691061.461947,1787691200.9286373,1787691756.299952,48.923123836517334,188.38981413841248,743.7611289024353
20,2,11,acked,0,1787691019.4955947,1787691061.5908668,1787691211.238851,1787691759.2844193,42.095272064208984,191.7432563304901,739.788824558258
